# return, risk, Sharpe
4.897413822452262311e-02,4.048939960459173315e-02,1.209554567437168604e+00
4.755654726726064874e-02,3.810187663011430081e-02,1.248141862641845012e+00
5.160064231875118729e-02,4.063262516183614725e-02,1.269931295682481753e+00
4.802356602274075043e-02,3.426271823300050534e-02,1.401627439368962058e+00
