# return, risk, Sharpe
4.594222865841575214e-04,1.025070189400944382e-02,4.481861743073866505e-02
5.981389360492636110e-04,1.753493676195247777e-02,3.411126850181250142e-02
5.100889345564169671e-04,9.887575350815318645e-03,5.158887962500893765e-02
5.222502815322533840e-04,1.299574036630634678e-02,4.018626617736035384e-02
