# return, risk, Sharpe
1.821259369169227291e-04,1.264726832397312928e-02,1.440041693206584907e-02
3.303740288912020173e-04,3.443313153007399735e-02,9.594655327896980945e-03
1.081907469249247106e-03,1.094386682256658222e-01,9.885970715746662460e-03
7.355106707894893672e-05,1.287432886928564432e-02,5.713002038841816059e-03
