# return, risk, Sharpe
4.549090540559427853e-02,3.618332096523636798e-02,1.257234112073358334e+00
4.514489286041379473e-02,3.857685025597872713e-02,1.170258654111273389e+00
4.664939365532197457e-02,4.159121196592391323e-02,1.121616597601009513e+00
4.578400364500997272e-02,3.882303286980925972e-02,1.179300025285090925e+00
