# return, risk, Sharpe
2.840592916644312936e-04,1.036956674056502790e-02,2.739355450148278637e-02
1.457073752665416022e-03,3.695758709062343245e-02,3.942556501571750638e-02
7.107585313451979031e-04,1.047122065287459797e-02,6.787733301657412899e-02
4.818342394741993630e-04,1.346130036558632580e-02,3.579403374030666607e-02
