# return, risk, Sharpe
1.266926428076748379e-01,4.995153925675670931e-02,2.536311086560515182e+00
1.252352735395237393e-01,4.678966004462117856e-02,2.676558740116780744e+00
1.399948864326275300e-01,5.534539061396728798e-02,2.529476888311952720e+00
1.274183745614102803e-01,4.917705757008658529e-02,2.591012574914939748e+00
