# return, risk, Sharpe
3.814201043112695733e-04,1.018932113114046599e-02,3.743331860898745783e-02
6.226618122198774490e-04,1.817290606360546373e-02,3.426319434220102822e-02
5.041938572584864220e-04,9.949495591265950303e-03,5.067531842529657271e-02
4.999163757284642807e-04,1.349322697615867872e-02,3.704943054850938500e-02
