# return, risk, Sharpe
3.036647457876524305e-04,1.587985428463465146e-02,1.912264056991243646e-02
3.920329959440799498e-05,1.004471032144113943e-02,3.902880057250212448e-03
1.678041445938301492e-04,1.557581278699912003e-02,1.077337965527510460e-02
4.516954612961568763e-04,1.901414460072945595e-02,2.375576029219994903e-02
