# return, risk, Sharpe
3.370917096825874759e-02,7.495819508064742454e-02,4.497062787062988121e-01
3.478784046399497482e-02,6.108672127197793678e-02,5.694828555146740356e-01
3.768513656921562704e-02,5.890907216602358359e-02,6.397170280157785660e-01
3.567063422677408530e-02,7.537682198679479528e-02,4.732308060563125696e-01
