# return, risk, Sharpe
2.618757169211032758e-04,1.671019596642656438e-02,1.567161255602586220e-02
1.846982021675590410e-03,5.238946458898679354e-02,3.525483675326315791e-02
3.754695263536717139e-04,1.227078323686129485e-02,3.059866017564106741e-02
5.511469480082996537e-04,1.535458725449131284e-02,3.589461174523501247e-02
