# return, risk, Sharpe
1.654794394708272753e-04,1.709196135642682482e-02,9.681711537956678298e-03
-7.729463319724085154e-05,9.575589094510188540e-03,-8.072049921352084448e-03
9.764727285247179944e-05,1.479698044578540463e-02,6.599135087745857352e-03
3.709419301470048402e-04,1.866349486095597934e-02,1.987526628375562918e-02
