# return, risk, Sharpe
1.165636261296143505e-01,4.473431234978698240e-02,2.605687223225404026e+00
2.712878986204086407e-01,3.712119275346335012e-01,7.308167612558674753e-01
3.114979293527531667e-01,3.661260229608075401e-01,8.507942889000760234e-01
1.172908420951532943e-01,4.407801930980328325e-02,2.660982592497456611e+00
