# return, risk, Sharpe
3.616856324639283336e-04,1.258567486556736587e-02,2.873788146660687104e-02
4.611936088959794683e-04,1.379100716098306117e-02,3.344161912994789154e-02
2.668312328366010538e-04,1.555477422232042460e-02,1.715429803241437165e-02
3.714606334926457082e-04,1.388774722439922726e-02,2.674736424061857284e-02
