Date,Open,High,Low,Close,Adj Close,Volume
2011-11-01,null,null,null,null,null,null
2011-12-01,95.440002,101.000000,94.820000,100.330002,83.189865,110500700
2012-01-01,101.330002,102.220001,97.699997,99.050003,82.128540,120351800
2012-02-01,99.459999,101.290001,98.260002,99.279999,82.319244,88933500
2012-03-01,99.279999,100.440002,95.129997,98.099998,81.912155,136419600
2012-04-01,97.820000,99.500000,94.129997,97.449997,81.369415,132852000
2012-05-01,97.230003,98.010002,89.260002,89.339996,74.597687,132371000
2012-06-01,87.470001,90.760002,85.919998,88.529999,74.500076,153888700
2012-07-01,88.410004,93.320000,87.620003,89.360001,75.198547,125472600
2012-08-01,89.489998,90.430000,86.150002,89.489998,75.307938,116808900
2012-09-01,89.510002,94.000000,88.709999,91.750000,77.817390,98697200
2012-10-01,92.110001,94.160004,86.370003,86.800003,73.619087,135455700
2012-11-01,87.000000,88.129997,83.309998,87.040001,73.822639,133363500
2012-12-01,87.419998,90.849998,86.269997,88.209999,75.486771,114044000
2013-01-01,89.400002,95.290001,89.250000,95.290001,81.545555,110374200
2013-02-01,95.580002,96.779999,93.190002,95.900002,82.067566,98048800
2013-03-01,95.680000,99.779999,94.870003,99.690002,85.999123,92727700
2013-04-01,99.410004,103.699997,98.379997,102.139999,88.112648,102269300
2013-05-01,101.980003,103.339996,96.559998,96.570000,83.307602,131988600
2013-06-01,96.769997,100.180000,95.160004,99.000000,86.073006,92115500
2013-07-01,99.349998,101.809998,96.300003,98.080002,85.273140,103465500
2013-08-01,98.620003,99.440002,94.010002,94.360001,82.038864,106466700
2013-09-01,95.099998,98.989998,94.120003,96.209999,84.323090,83958900
2013-10-01,96.180000,96.699997,93.139999,96.519997,84.594788,105109100
2013-11-01,96.519997,99.269997,96.320000,97.370003,85.339752,127462000
2013-12-01,97.290001,97.290001,94.040001,97.029999,85.749069,90582200
2014-01-01,96.809998,97.080002,92.870003,94.169998,83.221588,115669600
2014-02-01,94.540001,97.000000,92.220001,95.150002,84.087654,94318500
2014-03-01,94.239998,99.070000,94.000000,98.029999,87.370834,119892900
2014-04-01,98.099998,101.779999,96.519997,101.379997,90.356583,114839100
2014-05-01,100.680000,103.779999,100.330002,101.430000,90.401154,86521200
2014-06-01,101.389999,102.620003,99.410004,100.739998,90.509895,87062600
2014-07-01,100.430000,101.360001,94.559998,94.559998,84.957466,116896600
2014-08-01,94.300003,95.370003,92.919998,93.720001,84.202782,103875700
2014-09-01,93.239998,97.300003,90.529999,94.809998,85.917351,145563800
2014-10-01,94.370003,95.290001,89.339996,93.730003,84.938667,136770100
2014-11-01,93.779999,97.500000,93.019997,96.809998,87.729774,89659200
2014-12-01,96.150002,97.500000,87.620003,93.699997,85.662109,171258800
2015-01-01,94.129997,95.000000,88.769997,92.440002,84.510201,152615800
2015-02-01,92.050003,99.879997,91.430000,98.900002,90.416046,140041500
2015-03-01,98.900002,101.089996,94.940002,97.440002,89.855423,164467400
2015-04-01,96.809998,99.349998,94.459999,96.550003,89.034706,135637400
2015-05-01,96.730003,101.080002,95.570000,95.930000,88.462975,130921500
2015-06-01,95.839996,97.959999,94.019997,95.070000,88.431778,111275100
2015-07-01,95.099998,101.099998,94.730003,99.860001,92.887321,124132500
2015-08-01,100.000000,101.879997,87.500000,97.330002,90.533989,162751200
2015-09-01,92.769997,98.970001,92.599998,98.529999,92.457642,121931500
2015-10-01,98.500000,113.959999,97.129997,112.250000,105.332085,170555800
2015-11-01,112.459999,114.989998,109.599998,114.160004,107.124374,129604000
2015-12-01,114.519997,120.230003,112.910004,118.139999,111.728294,115015200
2016-01-01,117.250000,124.349998,113.000000,123.779999,117.062195,163650900
2016-02-01,123.080002,124.830002,112.709999,117.190002,110.829857,163196400
2016-03-01,117.910004,126.959999,115.320000,125.680000,119.759529,138065700
2016-04-01,125.190002,129.800003,124.870003,126.489998,120.531364,111309100
2016-05-01,126.650002,131.960007,121.620003,122.059998,116.310059,116509800
2016-06-01,122.059998,124.080002,116.080002,120.339996,114.671074,123220100
2016-07-01,119.720001,128.600006,117.430000,117.650002,112.931854,109848700
2016-08-01,117.879997,120.019997,113.959999,115.660004,111.021660,100277300
2016-09-01,115.510002,119.239998,114.129997,115.360001,111.594269,91481000
2016-10-01,115.010002,115.739998,110.330002,112.570000,108.895340,100828900
2016-11-01,112.650002,121.870003,110.830002,119.269997,115.376617,89005600
2016-12-01,118.959999,124.000000,117.709999,121.720001,118.662285,78403000
2017-01-01,121.860001,123.339996,118.180000,122.570000,119.490929,76857800
2017-02-01,121.900002,128.899994,121.699997,127.650002,124.443314,64269600
2017-03-01,128.020004,130.190002,127.339996,129.610001,127.284103,89808900
2017-04-01,129.500000,142.789993,128.649994,139.929993,137.418900,77967600
2017-05-01,139.860001,151.149994,139.839996,150.889999,148.182220,74914100
2017-06-01,150.789993,155.460007,148.039993,153.160004,150.411484,70363800
2017-07-01,153.440002,159.979996,151.770004,155.139999,153.311035,69344000
2017-08-01,154.979996,160.000000,153.229996,159.970001,158.084091,66879200
2017-09-01,159.869995,161.720001,153.270004,156.679993,155.751480,81721200
2017-10-01,156.000000,167.899994,155.800003,166.910004,165.920868,70654900
2017-11-01,165.720001,173.169998,163.520004,171.970001,170.950867,58785800
2017-12-01,172.770004,175.779999,170.389999,172.119995,172.119995,57152900
