# return, risk, Sharpe
2.390023126099835398e-04,1.371017010643882546e-02,1.743248338674797601e-02
5.214994835066919616e-04,2.417018381857814063e-02,2.157614883780268125e-02
3.265043451168412767e-05,2.173326567831381645e-02,1.502325283045880672e-03
5.095600828378305419e-05,1.336344843228293860e-02,3.813088256522572349e-03
