# return, risk, Sharpe
3.787836186455285719e-04,1.811541962214703594e-02,2.090945871231412317e-02
5.683938568383137789e-04,2.675747731977031266e-02,2.124243066884127715e-02
8.260196461263590072e-04,4.468239465680349382e-02,1.848646771219067744e-02
1.460161060972192866e-06,1.573225537865095836e-02,9.281320610607845991e-05
