# return, risk, Sharpe
1.098069225938023974e-01,1.077616728072575969e-01,1.018979380453781003e+00
1.077128437080902973e-01,1.125819575302392933e-01,9.567504960034012296e-01
1.197038840041895619e-01,1.185936113278789755e-01,1.009361993988369122e+00
9.351718792210542142e-02,1.138816247638390067e-01,8.211789049904745230e-01
