# return, risk, Sharpe
7.257365555884463804e-02,7.410488668190962080e-02,9.793369750413668529e-01
9.716472448663709960e-02,7.214540837757811576e-02,1.346790137746793459e+00
9.323674916856113104e-02,7.278854838590341492e-02,1.280926069225166941e+00
9.163122117142818990e-02,7.217017352167504063e-02,1.269654993193391368e+00
