# return, risk, Sharpe
-1.693720729298590552e-04,1.987616981758719148e-02,-8.521363747858111057e-03
-3.070036221729477389e-04,6.360144118587214568e-02,-4.826991597183222238e-03
5.749616560003911335e-05,2.047948345782066651e-02,2.807500771123335424e-03
5.634980379132264365e-05,1.747552367050986960e-02,3.224498724831549937e-03
