# return, risk, Sharpe
5.294862256520529433e-04,1.116308840194669971e-02,4.743187607111642307e-02
5.610006879369487014e-04,1.693203284414822318e-02,3.313250648050997116e-02
4.956322015830783283e-04,1.020439050916178980e-02,4.857048553150584980e-02
5.454483798765032187e-04,1.334800410704060740e-02,4.086366587112437443e-02
