# return, risk, Sharpe
4.745670855014474596e-05,1.458915824216490062e-02,3.252875029690718758e-03
5.784406434220303749e-05,1.199212476576804950e-02,4.823504213975574398e-03
-1.733365362649419395e-04,1.443341221227814088e-02,-1.200939415542285303e-02
3.497749183433399603e-05,1.478782456792822851e-02,2.365289882474872710e-03
