# return, risk, Sharpe
1.921820077653473089e-04,1.398988672252422967e-02,1.373720971277967752e-02
1.714937718364487778e-04,1.399082355425473705e-02,1.225758949581605937e-02
4.294741266218091223e-04,2.050034774010735250e-02,2.094960202950977429e-02
2.377708403991277250e-04,1.541402465698700659e-02,1.542561697482096837e-02
