# return, risk, Sharpe
2.441339913691613253e-04,1.293131466250397113e-02,1.887928627064188597e-02
7.365929937027754443e-04,1.863704580354797954e-02,3.952305539553636893e-02
6.327276330207618144e-04,1.155153712820348143e-02,5.477432362451012393e-02
4.554872051106071264e-04,1.527611406943233004e-02,2.981695495597548248e-02
