# return, risk, Sharpe
2.073105498617357255e-04,1.757899591735740882e-02,1.179308254216262543e-02
7.929545627486391489e-04,2.139008627455909681e-02,3.707112503289722999e-02
5.208437450882047850e-04,2.688133222499175870e-02,1.937566712575252564e-02
5.323023370837296495e-04,1.554388663065104509e-02,3.424512477040850267e-02
