# return, risk, Sharpe
2.877742946727941398e-01,2.587063659070822363e-01,1.112358768845108425e+00
2.739948180019019519e-01,2.679300870298021997e-01,1.022635498085831429e+00
2.956976883126046785e-01,2.718977076301685725e-01,1.087532847885604559e+00
2.834577580466446367e-01,2.567337623104138933e-01,1.104092252985094502e+00
