# return, risk, Sharpe
1.766758442927087965e-04,1.498286773430551437e-02,1.179185770212621241e-02
-4.721784415947220841e-05,1.045126923368794140e-02,-4.517905251859102161e-03
4.041428566776100837e-05,1.679653123325947073e-02,2.406109041593962675e-03
9.558637386087924200e-05,1.445915136497905734e-02,6.610787275689999389e-03
