# return, risk, Sharpe
2.439646733790416799e-01,1.452914852971010085e-01,1.679139509656520035e+00
2.234828320915999145e-01,1.172247645402499372e-01,1.906447267930877709e+00
2.461148767845646179e-01,1.342775059233760615e-01,1.832882395991233926e+00
2.448026262418943055e-01,1.396049761601241834e-01,1.753537968167484751e+00
