# return, risk, Sharpe
4.103814564428059420e-04,1.169072064154776276e-02,3.510317875395528586e-02
7.345146656973229170e-04,1.845399103713618594e-02,3.980248306283505622e-02
5.027585683581877298e-04,1.022145833347110760e-02,4.918657905319228502e-02
4.458998287736541774e-04,1.339457637205081209e-02,3.328958052783743959e-02
