# return, risk, Sharpe
8.655713113719340490e-02,5.651634581553118680e-02,1.531541537022139687e+00
1.081410798961160852e-01,6.278169387263315970e-02,1.722493823048238948e+00
9.544571587439133753e-02,6.685766062584931613e-02,1.427595805490821546e+00
8.981122850656497736e-02,6.326725243376618568e-02,1.419553166159497781e+00
